,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,957,09/Juli/2013  (Selasa),Bencana Kebakaran,Masyarakat,17:45,Jl. Menceng Raya No.39, 3 , 11 ,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat,Tangki dan serbuk kayu,LN,Lain-Lain,,,,,,LN,Lain,Hawa Panas,17:52,00:07,14,70,0,1,45,16, - , - , - , - , - , - , - , - , 1 ,0,0," 15,000,000 ","Akibat terjadi hawa panas didalam tangki yang berlebihan sehingga menimbulkan api, dan membakar serbuk kayu dalam tangki",
,958,10/Juli/2013  (Rabu),Bencana Kebakaran,Petugas Instansi Lain,15:55,Jl. Setia Kawan, 3 , 2 ,Tangerang,Tangerang,Kota Tangerang,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,16:05,00:10,1,5,0,0,50,180, - , - , - , - , 1 ,,,,,3,12," 150,000,000 ","Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
,959,10/Juli/2013  (Rabu),Bencana Kebakaran,Petugas Pemadam,11:35,Jl. Raya Teluk Gong, 6 , 9 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kebocoran pada selang kompor gas LPG,11:40,00:05,2,10,0,0,10,12, - , - , - , - , 1 , - , - , - , - ,1,5," 6,000,000 ","Diduga terjadi kebocoran pada selang gas LPG, sehingga menyebabkan kebakaran",
,960,10/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,19:40,"Jl. Pluit Selatan 1, No. 55", 21 , 6 ,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Hubungan Arus Pendek Listrik,19:45,00:05,23,95,0,0,50,90, - , - , - , - , - , 1 , - , - , - ,1,7," 300,000,000 ","Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
,961,10/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,20:25,Jl. Bendi Besar, 11 , 10 ,Kebayoran Lama Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,20:30,00:05,16,80,0,1,10,138, - , - , - , - , 4 , - , - , - , - ,8,28," 276,000,000 ",Diduga terjadi konsleting pada T- Duse plafon rumah kontrakan di lantai 2. Sehingga mengakibatkan kebakaran,1 Rumah dan 3 Kontrakan. Rumah Milik Ibu Tampu dan Kontrakan Milik Bp. Toni.
,962,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,02:50,"Jl. Malaka II, Gg. E",,,Malaka Sari,Duren Sawit, Kota Administrasi Jakarta Timur,Pos Ronda,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Dibakar,03:00,00:10,2,10,0,0,30,4, - , - , - , - , - , 1 , - , - , - ,0,0," 1,000,000 ",Pos Ronda di bakar oleh orang Stress.,
,963,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,07:15,"Jl. Kosambi Raya, No 42",,,Tangerang,Tangerang,Kota Tangerang,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,,,,07:20,00:05,1,5,-1,16,-1395,, - , - , - , - ,,,,,,,,,,"Sampai dengan laporan di buat, 65 Masih berlangsung"
,964,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,11:05,Jl. Swasembada Timur, 8 , 10 ,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,11:10,00:05,9,45,0,0,55,300, - , - , - , - , 1 , - , - , - , - ,4,10," 200,000,000 ","Akibat dari korsleting listrik pada pesawat TV, hingga membakar bahan yang mudah terbakar dan membesar",
,965,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,12:25,Ruko Wijaya Grand Centre Lt.4,,,Pulo,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Korsleting Listrik,12:30,00:05,21,105,0,1,55,240, - , - , - , - , - , 1 , - , - , - ,0,0," 240,000,000 ","Akibat dari korsleting listrik pada AC, hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar dan membesar",
,966,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,12:30,Jl. By Pass (Tol Sediatmo Km 60),,,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat,Mobil Pick Up,KD,Kendaraan,,,,,,LN,Lain,Kecelakaan tunggal hingga mobil terbalik,12:35,00:05,6,24,0,0,40,0, - , - , - , - , - , - , - , - , 1 ,0,0," 200,000,000 ",Mobil Pick Up membawa cat bermuatan lebih terjungkal dan terbalik hingga terbakar,
,967,11/Juli/2013  (Kamis),Bencana Kebakaran,Petugas Pemadam,14:40,Jl. Kebon Bawang 10 No.60, 12 , 1 ,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:46,00:06,5,25,0,0,20,12, - , - , - , - , 1 , - , - , - , - ,1,2," 30,000,000 ",Korsleting listrik pada AC hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar ,
,968,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,18:30,Jl Kaza, 1 , 11 ,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,18:35,00:05,2,10,0,0,10,12, - , - , - , - , 1 , - , - , - , - ,1,4," 2,000,000 ",Korsleting listrik pada kipas angin hingga menimbulkan percikan api dan membakar bahan yang mudah terbakar hingga membesar,
,969,11/Juli/2013  (Kamis),Bencana Kebakaran,Petugas Pemadam,23:10,Jl. Panjang, 6 , 8 ,Sukabumi Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat,Kabel Tiang Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,23:15,00:05,2,10,0,0,25,0, - , - , - , - , - , - , - , - , 1 ,0,0," 2,500,000 ",Hubungan arus pendek listrik pada kabel tiang listrik PLN,
,970,11/Juli/2013  (Kamis),Bencana Kebakaran,Petugas Pemadam,21:35,Jl. Kali Anyar II, 14 , 1 ,Kali Anyar,Tambora, Kota Administrasi Jakarta Barat,Kabel Tiang Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,21:40,00:05,2,10,0,0,45,0, - , - , - , - , - , - , - , - , 1 ,0,0," 2,500,000 ",Hubungan arus pendek listrik pada kabel tiang listrik PLN,
,971,11/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,19:10,Jl. S. Parman Kav.901,,,Tomang,Grogol Petamburan, Kota Administrasi Jakarta Barat,Lampu Penerangan SPBU,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Arus Pendek Listrik,19:15,00:05,0,2,0,0,15,0, - , - , - , - , - , - , - , - , 1 ,0,0," 4,000,000 ",Hubungan arus pendek listrik pada lampu penerangan SPBU,"Unit tidak meluncur, pemadaman menggunakan APAR"
,972,12/Juli/2013  (Jumat),Bencana Kebakaran,Petugas Instansi Lain,15:20,Jl. Betet Dalam, 9 , 2 ,Tanah Sereal,Tambora, Kota Administrasi Jakarta Barat,Konveksi dan Sablon Berlantai 2,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsletting Listrik,15:28,00:08,23,110,0,1,15,0, - , - , - , - , - , 2 , - , - , - ,2,8," 400,000,000 ","Hubungan singkat pada kabel mengenai bahan baku sablon sehingga terjadi kebkaran, 2 bangunan konveksi dan sablon terbakar",
,973,12/Juli/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,21:30,Jl. Yos Sudarso / Tol Priok - Soekarno Hatta,,,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara,Mobil Kontainer terbalik,LN,Lain-Lain,,,,,,LN,Lain,Mengerem Mendadak,21:45,00:15,3,15,0,0,40,0, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat mengerem mendadak sehingga truk container terbakar,
,974,13/Juli/2013  (Sabtu),Bencana Kebakaran,Masyarakat,13:05,Jl. Anggur, 3 , 12 ,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,,,LN,Lain,Terbakar,13:15,00:10,1,5,0,0,25,0, - , - , - , - , - , - , - , - , 1 ,0,0," 1,000,000 ",Terjadi kelebihan bakar pada saat ada pekerjaan oleh PLN. Api tidak bisa di kuasai sehingga membakar kabel PLN,Api padam Oleh petugas PLN ketika Pemadam datang
,975,13/Juli/2013  (Sabtu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,21:30,"Apartement Mediterania Garden 2 Tower E Lt. 15, Jl. Tanjung Duren Raya",,,Tanjung Duren Utara,Grogol Petamburan, Kota Administrasi Jakarta Barat,Paramedik,LN,Lain-Lain,,,,BM,Bangunan Menengah,LN,Lain,Evakuasi WNA Luka Tembak,21:33,00:03,1,4,0,0,10,0, - , - , - , 2 , - , - , - , - , - ,0,0, - ,"Anggota kepolisan menghubungi sudin jakbar, minta bantuan ambulance untuk evakuasi WNA yang luka tembak untuk di rujuk ke RS Royal Taruma",
,976,14/Juli/2013  (Minggu),Bencana Kebakaran,Petugas Pemadam,08:20,Jl. PuloGadung,,,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,Cerobong Pipa GAS,LN,Lain-Lain,,,,,,LN,Lain,Kebocoran GAS,08:25,00:05,4,20,0,0,25,0.4, - , - , - , - , - , - , - , - , 1 ,0,0," 1,000,000 ",Kebocoran GAS,
,977,14/Juli/2013  (Minggu),Bencana Kebakaran,Petugas Pemadam,12:00,Jl. Cempaka Putih Raya No.102, 7 , 6 ,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat,Kantor Advokat,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,12:05,00:05,10,50,0,1,30,30, - , - , - , - , - , 1 , - , - , - ,0,0," 150,000,000 ","Diduga dari korsleting listrik pada AC, hingga membakar benda di sekitarnya da membesar",
,978,14/Juli/2013  (Minggu),Bencana Kebakaran,Petugas Instansi Lain,13:50,Jl. Pisangan Baru III, 2 , 6 ,Pisangan Baru,Matraman, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Bakar Sampah,13:55,00:05,4,20,0,0,20,60, - , - , - , - , 1 , - , - , - , - ,0,0," 30,000,000 ","Bakaran Sampah yang dibiarkan, sehingga api membesar dan merembet ke bangunan rumah kosong",Bisa diatasi masyarakat
,979,14/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,14:15,Jl. Pegangsaan Raya , 5 , 2 ,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara,Bedeng,BP,Bangunan Perumahan,,,,,,LN,Lain,Percikan LAS,14:20,00:05,1,5,0,0,15,0, - , - , - , - , 1 , - , - , - , - ,0,0," 300,000 ",Akibat dari percikan las yang mengenai tabung GAS Elpiji hingga terbakar,
,980,14/Juli/2013  (Minggu),Bencana Kebakaran,Petugas Pemadam,18:23,Jl. Kramat Jaya Baru 4, 14 , 1 ,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat,Gardu Listrik,LN,Lain-Lain,,,,,,LS,Listrik,Korsleting Listrik,18:28,00:05,3,15,0,0,32,0, - , - , - , - , - , - , - , - , 1 ,0,0," 1,000,000 ",Hubungan Singkat Arus pendek listrik membakar kabel - kabel di sekitarnya,
,981,15/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,23:35,Jl. Kyai Sahdan No.22, 6 , 12 ,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat,Kios Bakso,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor Meledak,23:40,00:05,11,43,0,0,55,0, - , - , - , - , - , 1 , - , - , - ,0,0," 7,500,000 ","Kompor yang sedang digunakan tiba-tiba meledak, timbul api sehingga terjadi kebakaran",
,982,16/Juli/2013  (Selasa),Bencana Kebakaran,Masyarakat,11:15,"Jl. Tambora No. 93, Kel. Bintara Jaya", 6 , 5 ,Bekasi,Bekasi,Kota Bekasi,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,11:27,00:12,5,25,0,1,0,200, - , - , - , - , 1 ,,,,,1,5," 200,000,000 ","Terjadi konsleting pada televisi, sehingga mengakibatkan kebakaran",
,983,16/Juli/2013  (Selasa),Bencana Kebakaran,Petugas Instansi Lain,13:45,Jl. Rawa Bambu, 5 , 13 ,Pasar minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,13:45,00:00,1,5,0,0,15,2, - , - , - , - , - , - , - , - , 1 ,0,0," 1,000,000 ","Terjadi konsleting pada kabel udara PLN, sehingga membakar kabel itu sendiri.",
,984,16/Juli/2013  (Selasa),Bencana Kebakaran,Masyarakat,20:10,Jl. Pejagalan Raya, 5 , 4 ,Pekojan,Tambora, Kota Administrasi Jakarta Barat,Lapak Tumpukan Kardus,LN,Lain-Lain,Gardu Listrik,LN,Lain-Lain,BR,Bangunan Rendah,LN,Lain,Petasan,20:14,00:04,10,50,0,1,0,50, - , - , - , - , - , - , - , - , 2 ,0,0," 185,000,000 ","Akibat anak2 yang sedang bermain petasan, menyambar tumpukan kardus. Api membesar dan mengenai gardu listrik",
,985,17/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,13:00,Gg. Kemandoran II No.26,,,Grogol Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Mobil,KD,Kendaraan,,,,,,LN,Lain,Petasan,13:10,00:10,3,15,0,0,30,0, - , - , - , - , - , - , - , 1 , - ,0,0," 142,000,000 ","Anak bermain petasan terkena tutup mobil yang sedang diparkir, hingga terbakar",
,986,17/Juli/2013  (Rabu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,14:44,Gg. Mekong, 9 , 7 ,Kali Anyar,Tambora, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Konstruksi Bangunan Buruk,14:49,00:05,4,20,0,1,0,45, - , - , - , 2 , 1 , - , - , - , - ,0,0," 125,000,000 ",Dikarenakan konstruksi bangunan yang lemah dan tidak memenuhi syarat,"Bangunan dalam tahap pembangunan, terdapat 16 pekerja, 2 orang pekerja terjebak di dalam reruntuhan dan berhasil diselamatkan dan dilarikan ke RS. Tarakan (Sumijan 50th dan Jumangin 45th)"
,987,17/Juli/2013  (Rabu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,20:55,Jl. Bugis, 5 , 1 ,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,21:00,00:05,1,5,0,0,35,0, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan disertai angin kencang sehingga pohon tumbang,
,988,17/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,16:00,"Jl. Neptunus, Villa Cinere Mas No.35",,,Depok,Depok,Kota Depok,Kompor Gas,LN,Lain-Lain,,,,,,LS,Listrik,Regulator Gas Bocor,16:20,00:20,1,4,0,0,40,0, - , - , - , - ,,,,, 1 ,,," 100,000 ","Akibat Selang Regulator Bocor, Sehingga Timbul Api Dan Membakar Kompor Gas",
,989,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,04:20,Jl . Jembatan Besi I, 4 , 1 ,Jembatan Besi,Tambora, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,04:25,00:05,3,15,0,0,15,54, - , - , - , - , 1 , - , - , - , - ,1,12," 1,500,000 ","Akibat koersleting listrik, sehingga sebagian ruangan di lantai 1 terbakar","Unit tidak bekerja, Dapat diatasi Oleh Warga"
,990,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,03:25,Jl. Boulevard Raya,,,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara,Mobil,KD,Kendaraan,,,,,,LN,Lain,Masih Dalam Proses Identifikasi,03:30,00:05,4,20,0,0,35,4.5, - , - , 1 , - , - , - , - , 1 , - ,0,0," 110,000,000 ",Sebab kejadian dan korban masih dalam proses identifikasi,Mobil Daihatsu Luxio B 301 OW
,991,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,05:35,Jl. Cacing Raya Km 1.5, 8 , 6 ,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,05:40,00:05,10,50,0,2,4,120, - , - , - , - , - , - , 1 , - , - ,0,0," 15,000,000 ","Akibat korsleting listrik, hingga membakar gudang",
,992,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,10:55,Jl. Tanah Merah, 1 , 7 ,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,11:05,00:10,4,20,0,0,35,18, - , - , - , - , - , 1 , - , - , - ,0,0," 25,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga sebagian bengkel terbakar",
,993,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,11:45,Jl. Raya Pondok Kopi, 9 , 11 ,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Sampah yang dibakar ditinggal,11:50,00:05,1,5,0,1,0,10, - , - , - , - , - , - , - , - , - ,0,0, - ,"Sampah yang dibakar ditinggal, lalu api mebesar sehingga tumpukan sampah terbakar",
,994,18/Juli/2013  (Kamis),Bencana Kebakaran,Petugas Instansi Lain,19:25,Jl. Utama II, 10 , 4 ,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,Regulator Gas Bocor,19:30,00:05,1,5,0,0,15,5, - , - , - , - , - , - , - , - , 1 ,0,0," 3,000,000 ",Hubungan singkat pada sambungan kabel ditiang listrik,
,995,18/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,19:30,Jl. Bumi No.30, 2 , 4 ,Mangga Besar,Tamansari, Kota Administrasi Jakarta Barat,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Regulator Gas Bocor,19:35,00:05,1,5,0,0,15,12, - , - , - , - , 1 , - , - , - , - ,0,0," 5,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga sebagian kontrakan di lantai II terbakar",
,996,19/Juli/2013  (Jumat),Bencana Kebakaran,Petugas Pemadam,14:45,"Jl. Sadar IV, No. 58 K",,,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,14:50,00:05,15,75,0,1,15,0, - , - , - , - , 1 , - , - , - , - ,1,4," 300,000,000 ","Terjadi konsleting pada mesin cuci, kemudian mengenai bahan yang mudah terbakar dan menyebabkan kebakaran.",Pemilik Bp. Marsudiharto (47Th)
,997,19/Juli/2013  (Jumat),Bencana Kebakaran,Masyarakat,20:54,"Jl. Dewi Sartika, No. 298A", 10 , 4 ,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,21:05,00:11,18,78,0,1,0,0, - , - , - , - , - , 1 , - , - , - ,0,0," 400,000,000 ","Terjadi konsleting pada instalasi listrik atas plafon, api merambat ke ruang tidur karyawan dan bengkel agung motor 2 lantai. Sehingga mengakibatkan kebakaran.",Rumah Merangkap bengkel motor (2 Lantai). Pemilik Bp Beny Haryadi (64Th)
,998,19/Juli/2013  (Jumat),Bencana Kebakaran,Masyarakat,23:50,Jl. Tol Tomang Pluit Km. 27,,,Grogol,Grogol Petamburan, Kota Administrasi Jakarta Barat,Mobil Daihatsu Luxio,KD,Kendaraan,,,,,,LS,Listrik,Korsleting Listrik,23:53,00:03,2,10,0,0,40,0, - , - , - , - , - , - , - , 1 , - ,0,0," 150,000,000 ","Diduga terjadi konsleting listrik pada accu mobil, sehingga mengakibatkan kebakaran",Daihatsu Luxio B 1403 BOP
,999,20/Juli/2013  (Sabtu),Bencana Kebakaran,Masyarakat,20:30,"D'Cost Restaurant, Jl. Lingkar Luar Barat No.108",,,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,D'Cost Restaurant,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Penyumbatan Cerobong Asap,20:35,00:05,2,10,0,3,0,20, - , - , - , - , - , 1 , - , - , - ,0,0," 10,000,000 ","Penyumbatan cerobong asap, terjadi akumulasi asap panas dapur",
,1000,21/Juli/2013  (Minggu),Bencana Kebakaran,Masyarakat,18:45,Jl. Otista II No.10, 9 , 9 ,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,18:50,00:05,1,5,0,0,40,1, - , - , - , - , - , - , - , - , 1 ,0,0," 500,000 ","Hubungan singkat pada kabel PLN, sehingga membakar kurang lebih 1 meter kabel PLN",
,1001,22/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,02:15,Jl. ASEM, 1 , 12 ,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,02:20,00:05,3,15,0,0,25,12, - , - , - , - , 1 , - , - , - , - ,1,3," 5,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga terjadi kebakaran, membakar sebagian rumah",
,1002,22/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,02:28,Jl. Jeruk Raya Gg. H. Keman, 11 , 1 ,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan,Kios Pancing,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,02:33,00:05,1,5,0,0,17,12, - , - , - , - , - , 1 , - , - , - ,0,0," 7,500,000 ",Hubungan singkat pada kabel kulkas timbul api menyambar dinding sehingga sebagian kios dan kulkas terbakar,
,1003,22/Juli/2013  (Senin),Bencana Kebakaran,Masyarakat,20:35,Jl. Peta Selatan, 3 , 11 ,Kalideres,Kalideres, Kota Administrasi Jakarta Barat,Rumah Tinggal Sekaligus Warung Sembako,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Lilin,20:38,00:03,17,85,0,0,55,60, - , - , - , - , 1 , - , - , - , - ,1,2," 50,000,000 ","Diduga akibat lilin yang dinyalakan pada saat listrik padam, kemudian ditinggal untuk sholat tarawih. Lilin menyambar bahan yang mudah terbakar dan mengakibatkan kebakaran.",Objek terbakar Rumah tinggal merangkap menjadi warung sembako Lt. 2. Pemilik Bapak Yongky
,1004,23/Juli/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,16:30,MM Bekasi,,,Bekasi,Bekasi,Kota Bekasi,Gedung KFC,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,KP,Kompor,Kompor Gas,16:30,00:00,2,10,0,1,0,150, - , - , - , - , - , 1 , - , - , - ,0,0," 500,000,000 ","Diakibatkan adanya kebocoran gas pada selang regulator, dan api menyambar dan terbakar",
,1005,24/Juli/2013  (Rabu),Bencana Kebakaran,Petugas Pemadam,02:30,Jl. M.H. THAMRIN no.10,,,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat,Gedung UOB,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Kortleting Listrik,02:35,00:05,15,75,0,2,0,100, - , - , - , - , - , 1 , - , - , - ,0,0," 1,000,000,000 ",Diduga dari adanya hubungan singkat arus pendek listrik pada ruang panel dalam gedung hinggga membesar,Gedung UOB Lt. 8 / 9 PT. Wisma Kartika
,1006,24/Juli/2013  (Rabu),Bencana Kebakaran,Masyarakat,09:05,Jl. Sapta Taruna Raya Komp. PU, 12 , 1 ,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Panel Listrik PLN,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,09:10,00:05,3,15,0,0,25,3, - , - , - , - , - , - , - , - , 1 ,0,0," 10,000,000 ","Hubungan singkat pada kabel di panel listrik, timbul api sehingga satu buah panel terbakar",
,1007,25/Juli/2013  (Kamis),Bencana Kebakaran,Masyarakat,11:00,Jl. Rorotan 9, 6 , 7 ,Rorotan,Cilincing, Kota Administrasi Jakarta Utara,Paled Kayu,LN,Lain-Lain,,,,,,LS,Listrik,Percikan Listrik Kabel Udara PLN,11:05,00:05,12,50,0,1,20,350, - , - , - , - , - , - , - , 1 , 1 ,0,0," 10,000,000 ","Putus nya kabel udara PLN, kemudian menimpa paled kayu dan mengakibatkan kebakaran. Kemudian merambat ke mobil pick up yang ad didekat paled tersebut.",
,1008,26/Juli/2013  (Jumat),Bencana Kebakaran,Petugas Instansi Lain,00:42,Jl. Anggrek Raya, 1 , 2 ,Malaka Sari,Duren Sawit, Kota Administrasi Jakarta Timur,MCB,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,00:45,00:03,1,5,0,0,28,, - , - , - , - , - , - , - , - , 1 ,0,0," 5,000,000 ",Terjadi konsleting pada MCB BTS milik PT Satelindo. Sehingga membakar MCB itu sendiri,
