no,tanggal,keterangan_jkb,sumber_informasi,waktu_informasi,alamat_kejadian,rt,rw,kelurahan,kecamatan,wilayah,objek_kejadian_awal,kode_objek_bencana,kategori_objek_bencana,objek_kejadian_lainnya,kode_objek_bencana_lainnya,kategori_objek_bencana_lainnya,id_bangunan,jenis_bangunan,id_sebab,sebab_kejadian,keterangan_sebab_kejadian,waktu_respon,menit_respon,jumlah_unit,jumlah_sdm,lama_operasi_hari,lama_operasi_jam,lama_operasi_menit,luas_area_kejadian,petugas_mati,petugas_luka,masyarakat_mati,masyarakat_luka,objek_bp,objek_bup,objek_bi,objek_kd,objek_ln,jumlah_kk,jumlah_jiwa,taksiran_kerugian,kronologis_kejadian,keterangan
1220,9/18/2013,Bencana Kebakaran,Masyarakat,22:25,Jl. Taman Buaran 2,3,6,Klender,Duren Sawit,Jakarta Timur,Rumah Makan,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,22:30,5,1,5,0,0,5,20,0,0,0,0,-,1,-,-,-,0,0,10000000,"Akibat Selang Regulator Bocor, Sehingga Timbul Api Dan Membakar Kompor Gas",
1221,9/18/2013,Bencana Kebakaran,Masyarakat,16:10,Jl. Raya Sukabumi Selatan,8,3,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,Studio Musik,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,16:15,5,11,55,0,0,10,12,0,0,0,0,1,-,-,-,-,1,2,50000000,"Diduga korsleting listrik, membakar plapon studio hingga membesar",
1222,9/19/2013,Bencana Kebakaran,Petugas Pemadam,2:35,Jl. Raya Bogor,1,4,Kramat Jati,Kramat Jati,Jakarta Timur,Toko Elektronik,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,2:40,5,12,60,0,0,35,30,0,0,0,0,-,1,-,-,-,0,0,300000000,"Terjadi korsleting listrik pada sambungan kabel lampu, hingga membakar plapon triplek dan membesar",
1223,9/19/2013,Bencana Kebakaran,Masyarakat,17:00,Jl. Anyar Raya,7,10,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,17:05,5,27,135,0,0,45,130,0,0,0,0,1,-,-,-,-,0,0,40000000,"Diduga karena hubungan singkat diatas plafon, api membesar sehingga terjadi kebakaran",
1224,9/19/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,17:35,Jl. Balai Rakyat,,,Tugu Selatan,Koja,Jakarta Utara,Bangunan Runtuh (GOR),LN,Lain-Lain,,,,BM,Bangunan Menengah,LN,Lain,Penyangga tiang cor ambruk,17:45,10,4,20,0,3,9,"2,520",0,0,0,6,-,1,-,-,-,0,0,NA,"Diduga karena penyangga tiang cor ambruk, sehingga bangunan yang sedang direnovasi runtuh",
1225,9/19/2013,Bencana Kebakaran,Masyarakat,20:22,Jl. Panjang,1,3,Kelapa Dua,Kebun Jeruk,Jakarta Barat,Toko Mebel,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:28,6,10,50,0,0,18,18,0,0,0,0,-,1,-,-,-,0,0,10000000,"Diduga hubungan arus pendek listrik di atas plapon rumah di lantai 2, hingga terjadi kebakaran",
1226,9/20/2013,Bencana Kebakaran,Masyarakat,2:45,Jl. Kopti,10,8,Semanan,Kalideres,Jakarta Barat,Tumpukan kayu bekas,LN,Lain-Lain,,,,,,LN,Lain,Api Tabunan,2:50,5,4,20,0,0,45,40,0,0,0,0,-,-,-,-,1,0,0,NA,"Api Tabunan membesar, merambat ke tumpukan kayu-kayu bekas, sehingga satu tumpukan kayu terbakar",
1227,9/20/2013,Bencana Kebakaran,Petugas Pemadam,7:35,Jl. Pluit dalam,14,12,Penjaringan,Penjaringan,Jakarta Utara,Ruko 3 Lantai,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,7:40,5,10,50,0,0,55,32,0,0,0,0,-,1,-,-,-,0,0,2000000,"Terjadi konsletig listrik, api membakar tumpukan kertas dan terjadi kebakaran",Pemilik Bp. Wang Ci Che (50Th)
1228,9/20/2013,Bencana Kebakaran,Masyarakat,9:30,Jl. Kp. Sumur,6,10,Klender,Duren Sawit,Jakarta Timur,Kompor Gas,LN,Lain-Lain,,,,,,KP,Kompor,Kompor,9:35,5,3,15,0,0,10,,0,0,0,0,-,-,-,-,1,1,3,600000,"Saat memasak air, terjadi letupan kecil muncul percikan api dan menyebabkan kompor gas tersebut terbakar. Petugas datang hanya untuk mengambil data, sebab api sudah padam oleh warga.",pemilik Bp. Alex 40Th
1229,9/20/2013,Bencana Kebakaran,Petugas Instansi Lain,22:40,Jl. Ternate,,,Cideng,Gambir,Jakarta Pusat,Gardu listrik,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,22:45,5,3,15,0,0,35,4,0,0,0,0,-,-,-,-,1,0,0,5000000,"Terjadi konsleting listrik pada panel gardu listrik, sehingga mengakibatkan kebakaran",
1230,9/20/2013,Bencana Kebakaran,Masyarakat,23:30,"Jl. Cildedug Raya, Kel. Tanah Seratus, Kec. Ciledug",3,4,Tangerang,Tangerang,Kota Tangerang,Kamar tidur,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,23:35,5,1,5,0,0,35,9,0,0,0,0,1,-,-,-,-,0,0,10000000,"Terjadi konsleting listrik pada di dalam kamar, sehingga mengakibatkan terbakarnya sebagian kamar tidur tersebut",
1231,9/20/2013,Bencana Kebakaran,Masyarakat,10:17,Jl. Citra garden 1,15,9,Kalideres,Kalideres,Jakarta Barat,Kabel las listrik,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,10:20,3,1,5,0,0,18,6,0,0,0,0,-,-,-,-,1,0,0,500000,"Terjadi konsleting listrik pada kabel mesin las listrik, kemudian merambat ke pipa saluran air dan terbakar.",
1232,9/21/2013,Bencana Kebakaran,Masyarakat,6:50,"Jl. Pantai indah selatan 1, Komp. Elang laut boulevard, Kav. 1, No.1",,,Pluit,Penjaringan,Jakarta Utara,Rs. Grand Family,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,6:55,5,3,15,0,0,10,30,0,0,0,0,-,1,-,-,-,0,0,100000000,"Terjadi konsleting listrik pada genset AC, sehingga mengakibatkan kebakaran",
1233,9/21/2013,Bencana Kebakaran,Masyarakat,11:25,Jl. Bambu Hitam,11,1,Bambu Apus,Cipayung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:28,3,1,5,0,0,3,3,0,0,0,0,1,-,-,-,-,0,0,250000,"Diduga dari hubungan singkat arus pendek listrik pada instalasi kabel listrik di dalam rumah, menimbulkan percikan api lalu membakar sebagian kabel listrik.",
1234,9/22/2013,Bencana Kebakaran,Masyarakat,7:05,Jl. Gang Asem,3,4,Ciracas,Ciracas,Jakarta Timur,Mobil Truk,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,7:10,5,1,5,0,0,15,,0,0,0,0,-,-,-,1,-,0,0,40000000,Diduga dari hubungan singkat arus pendek pada ACCU menimbulkan percikan dan membakar sebagian truk,
1235,9/22/2013,Bencana Kebakaran,Masyarakat,12:20,Jl. Tebet Barat IX No.30,5,4,Tebet Barat,Tebet,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,12:25,5,5,25,0,0,40,150,0,0,0,0,1,-,-,-,-,1,6,40000000,Diduga berasal dari percikan api akibat konsleting listrik yang berada diatas plafon hingga membesar dan menghabiskan rumah tersebut,
1236,9/22/2013,Bencana Kebakaran,Masyarakat,13:55,Jl. Warung Gantung Rawa Lele,5,10,Kalideres,Kalideres,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,Gedung Sekolah,BU,Bangunan Umum dan Perdagangan,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:00,5,15,75,0,0,35,120,0,0,0,0,6,4,-,-,-,6,18,500000000,Diduga berasal dari percikan api akibat konsleting listrik diatas plafon sehingga menyambar bahan mudah terbakar dan membesar kemudian melalap 6 petak kontrakan + 4 ruang sekolah disebelahnya,
1237,9/22/2013,Bencana Kebakaran,Masyarakat,15:45,Komplek Polri Pengadegan Blok U Buntu No.12,4,3,Pangadegan,Pancoran,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,15:50,5,1,5,0,0,26,16,0,0,0,0,1,-,-,-,-,1,3,40000000,Diduga berasal dari percikan api akibat konsleting listrik yang berada diatas plafon hingga membesar dan menghabiskan sebagian rumah,
1238,9/22/2013,Bencana Kebakaran,Masyarakat,16:50,Jl. Kemang Utara IX No.48,2,5,Duren Tiga,Pancoran,Jakarta Selatan,Toko Bangunan,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Gas,16:56,6,20,100,0,5,55,825,0,0,5,1,-,4,-,5,-,2,9,3000000000,Terjadi ledakan pada kompor saat digunakan kemudian api menyambar ke plafon sehingga membesar dan menghabiskan seluruh ruko berlantai 3 tersebut dan menyambar ke 3 ruko disebelahnya (Ikut Terbakar  2Motor + 3 Mobil),"Luka Bakar : An. Bpk. Suyanto Meninggal : An. Lianti (30Thn), Acuk (25Thn), Hendris (1Thn), Santi (27Thn) & Bayi (2bulan)"
1239,9/23/2013,Bencana Kebakaran,Masyarakat,4:45,Jl. Kampung Buaran,5,6,Kalideres,Kalideres,Jakarta Barat,Toko Sembako,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,4:50,5,4,20,0,1,25,9,0,0,0,0,-,1,-,-,-,0,0,5000000,Diduga berasal dari percikan api akibat konsleting pada kabel yang sudah lama terpakai sehingga meleleh,
1240,9/23/2013,Bencana Kebakaran,Petugas Pemadam,8:30,Jl. Panjang,6,6,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,Tumpukan sampah,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,8:35,5,2,10,0,1,5,30,0,0,0,0,-,-,-,-,1,0,0,NA,"Warga membakar sampah, api membesar dan membahayakan pemukiman warga.",
1241,9/23/2013,Bencana Kebakaran,Masyarakat,12:30,Jl. Kramat III Dalam,6,8,Kwitang,Senen,Jakarta Pusat,Tempat tidur,LN,Lain-Lain,,,,BR,Bangunan Rendah,RK,Rokok,Rokok,12:35,5,11,55,0,1,0,6,0,0,0,0,-,-,-,-,1,0,0,1000000,Diduga dari rokok yang jatuh diatas kasur dan menyebabkan kebakaran,
1242,9/23/2013,Bencana Kebakaran,Masyarakat,15:32,"Jl. Cibubur, Blok Dukuh, No. 6",2,10,Cibubur,Ciracas,Jakarta Timur,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,15:40,8,5,25,0,0,43,270,0,0,0,0,1,-,-,-,-,2,6,1000000000,"Diduga terjadi konsleting listrik diatas plafon rumah, percikan api menyambar bahan yang mudah terbakar, terjadi perambatan sehingga menjalar keseluruh rumah dan mengakibatkan kebakaran.",Pemilik Bp. Idris (60Th)
1243,9/23/2013,Bencana Kebakaran,Petugas Instansi Lain,18:25,"Jl. Kebon Tebu, Muara baru",19,17,Penjaringan,Penjaringan,Jakarta Utara,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,18:30,5,24,120,0,3,5,"1,200",0,0,0,0,75,-,-,-,-,75,300,3000000000,"Terjadi hubungan arus pendek listrik di rumah bapak Edi 60Th, api menyambar bahan yang mudah terbakar dan dengan cepat membesar, terjadi perambatan dan membakar sekitarnya.",Pemilik rumah Bp. Rosidi (50Th)
1244,9/24/2013,Bencana Kebakaran,Petugas Instansi Lain,21:30,Jl. Komp. Kodim Blok R,11,5,Pesanggrahan,Pesanggrahan,Jakarta Selatan,Tiang Listrik,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,21:40,10,1,5,0,0,30,1,0,0,0,0,-,-,-,-,1,0,0,200000,diduga dari hubungan singkat arus pendek listrik menimbulkan percikan api dan membakar kabel.,
1245,9/24/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,13:20,Jl. Soka Cemara Angin,6,1,Rawa Badak Selatan,Koja,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,13:25,5,1,5,0,0,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Diduga dari angin kencang sehingga pohon tumbang,
1246,9/25/2013,Bencana Kebakaran,Masyarakat,13:40,JL. Basoka 1,6,5,Sumur Batu,Kemayoran,Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,13:45,5,1,5,0,0,5,6,0,0,0,0,1,-,-,-,-,0,0,2000000,Diduga berasal dari percikan api akibat konsleting listrik pada panel diatas plafon sehingga menyambar bahan mudah terbakar dan membesar hingga menghabiskan sebagian ruang kamar tidur,
1247,9/25/2013,Bencana Kebakaran,Masyarakat,23:00,Jl. Poltangan Raya Gg. L,1,4,Tanjung Barat,Jagakarsa,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,23:04,4,18,90,0,0,45,150,0,0,0,0,1,-,-,-,-,1,7,300000000,Diduga berasal dari percikan api akibat konsleting listrik pada panel diatas plafon sehingga menyambar bahan mudah terbakar dan membesar hingga menghabiskan 1 rumah,
1248,9/26/2013,Bencana Kebakaran,Masyarakat,4:30,Jl. Pasar Minggu,10,8,Pasar Minggu,Pasar Minggu,Jakarta Selatan,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,4:35,5,2,10,0,1,0,24,0,0,0,0,-,-,-,-,1,0,0,NA,Saat warga sedang membakar sampah namun tidak ditunggu sehingga api makin membesar,
1249,9/26/2013,Bencana Kebakaran,Masyarakat,7:45,"Jl. Soka I, Blok BB, No. 15",3,6,Rawa Badak Utara,Koja,Jakarta Utara,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,7:50,5,11,55,0,0,25,12,0,0,0,0,1,-,-,-,-,2,5,50000000,"Terjadi konsleting listrik di tas plafon rumah, api merambat ke bahan yang mudah terbakar sehingga membesar kemudian mengakibatkan kebakaran.",Pemilik : Ibu Catrine
1250,9/26/2013,Bencana Kebakaran,Masyarakat,14:35,Jl. Munggang,8,5,Bale Kambang,Kramat Jati,Jakarta Timur,Tumpukan sampah,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,14:45,10,1,5,0,1,9,"1,000",0,0,0,0,-,-,-,-,1,0,0,NA,Akibat warga yang membakar sampah dan api tidak terkendali dan membesar. Tidak ada perambatan.,
1251,9/26/2013,Bencana Kebakaran,Masyarakat,15:30,"Jl. H. Ambas, No. 32",7,7,Cipete Selatan,Cilandak,Jakarta Selatan,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Pembakaran Sampah,15:35,5,15,75,0,0,45,49,0,0,0,0,1,-,-,-,-,1,4,75000000,"Akibat membakar sampah kertas di dalam rumah (Lt. 2), api membesar dan mengenai kain dan kasur, sehingga mengakibatkan kebakaran",Pemilik : Hj. Nur Aini (60Th)
1252,9/26/2013,Bencana Kebakaran,Masyarakat,18:33,Jl. Pulo Mas Barat V.G,6,11,Kayu Putih,Pulogadung,Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,18:38,5,1,5,0,0,12,,0,0,0,0,-,-,-,-,1,0,0,1500000,"Terjadi konsleting listrik akibat kelebihan beban tegangan pada kabel udara PLN, sehingga menimbulkan percikan api sehingga membakar kabel udara PLN itu sendiri",
1253,9/26/2013,Bencana Kebakaran,Masyarakat,21:35,"Jl. Boulevard Barat Kav. 89, Blok C",,,Sunter Jaya,Tanjung Priok,Jakarta Utara,Ruang perkantoran,BI,Bangunan Industri,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,21:40,5,15,75,0,0,45,15,0,0,0,0,-,-,1,-,-,0,0,40000000,"Terjadi konsleting listrik pada AC di ruan 506 lantai 5 Wisma Mitra Sunter, api menyambar bahan yang mudah terbakar, sehingga mengakibatkan kebakaran.",Pengguna Ruangan kantor : Bp. Iwan Fhasisi Hasan (50Th)
1254,9/26/2013,Bencana Kebakaran,Masyarakat,18:10,Jl. Jend. Sudirman (Arah Tanah Abang),,,Gelora,Tanah Abang,Jakarta Pusat,Mobil KIA Carrens,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,18:15,5,3,15,0,0,20,,0,0,0,0,-,-,-,1,-,0,0,70000000,"Terjadi konsleting pada lampu mobil, api menjalar ke bangku dan membakar seluruh mobil.","Yang terbakar mobil KIA Carrens B 8011 LW, Pemilik : Yuda Angga (25Th)"
1255,9/27/2013,Bencana Kebakaran,Masyarakat,7:50,Jl. Raya Pasar Minggu,1,3,Pejaten Barat,Pasar Minggu,Jakarta Selatan,Toko Bangunan,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,7:55,5,17,85,0,1,40,200,0,0,0,0,-,1,-,-,-,0,0,500000000,Diduga dari hubungan arus pendek listrik diatas plapon menimbulkan percikan api dan menyambar bahan yang mudah terbakan dan membesar,
1256,9/27/2013,Bencana Kebakaran,Masyarakat,11:10,Jl. Melawai VIII / 4.A,1,1,Melawai,Kebayoran Baru,Jakarta Selatan,Hotel Golden Boutique,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,11:15,5,11,55,0,1,25,72,0,0,0,0,-,1,-,-,-,0,0,500000000,Diduga dari hubungan singkat arus pendek listrik pada salah satu peralatan karoeke sehingga menimbulkan  percikan api dan membesar,
1257,9/27/2013,Bencana Kebakaran,Masyarakat,11:25,Jl. SMU 99 no. 93,9,3,Cibubur,Ciracas,Jakarta Timur,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:30,5,6,30,0,0,45,21,0,0,0,0,1,-,-,-,-,1,3,10000000,Diduga dari hubungan singkat pada stop kontak menimbulkan percikan api dan membesar,
1258,9/28/2013,Bencana Kebakaran,Masyarakat,1:46,Jl. Utama IX,4,11,Jelambar,Grogol Petamburan,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,1:51,5,17,85,0,1,49,60,0,0,4,0,1,-,-,-,-,1,4,500000000,Diduga dari hubungan arus pendek listrik pada plopon di lantai 1 menimbulkan percikan api lalu membesar..,"Korban Jiwa 4 orang {(Achay Husein 53th), (Maryana 50th), (Andika 26th), (Dominique 8th)}"
1259,9/28/2013,Bencana Kebakaran,Masyarakat,8:30,Jl. H. Balang Srengseng Raya,,,Srengseng,Kembangan,Jakarta Barat,Lapak Madura,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Api Tabunan,8:35,5,5,25,0,0,30,120,0,0,0,0,1,-,-,-,-,0,0,10000000,"Api tabunan membesar, merambat ke tumpukan kertas/kardus bekas, sehingga satu lapak madura terbakar",
1260,9/28/2013,Bencana penanganan B3 (operasi penyelamatan B3),Masyarakat,10:55,Jl. Gatot Subroto,3,3,Tegal Parang,Mampang Prapatan,Jakarta Selatan,Gas Bocor,LN,Lain-Lain,,,,,,LN,Lain,Gas,11:00,5,2,10,0,0,20,4,0,0,0,0,-,-,-,-,1,0,0,NA,"Akibat memancang tiang mengenai saluran gas, sehingga satu lubang bocor mengeluarkan semburan",
1261,9/28/2013,Bencana Kebakaran,Petugas Instansi Lain,18:55,Jl. Gg. Potlot II,2,3,Duren Tiga,Pancoran,Jakarta Selatan,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Api Tabunan,19:00,5,1,5,0,0,20,15,0,0,0,0,-,-,-,-,1,0,0,NA,Api tabunan membesar sehingga satu tumpukan sampah terbakar,
1262,9/28/2013,Bencana Kebakaran,Masyarakat,21:15,JL. Kayu Manis 1Lama Gang V1,1,8,Pal Meriam,Matraman,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:20,5,20,100,0,0,55,450,0,0,0,0,3,-,-,-,-,5,20,450000000,Arus pendek pada plafon dan menyambar sekitarnya dan 3 bangunan rumah tinggal  habis terbakar,
1263,9/29/2013,Bencana Kebakaran,Masyarakat,11:30,"Jl. Ir. H. Juanda, No. 29, Kel. Gintung, Kec. Ciputat",1,8,Tangerang,Tangerang,Kota Tangerang,Tumpukan sampah,LN,Lain-Lain,,,,,,LN,Lain,Pembakaran Sampah,11:35,5,1,5,0,1,0,20,0,0,0,0,-,-,-,-,1,0,0,NA,Tumpukan kayu yang terbakar dengan senidiri nya.,
1264,9/30/2013,Bencana Kebakaran,Masyarakat,18:15,Komplek Pertamina No.14,3,16,Tugu Utara,Koja,Jakarta Utara,Tumpukan kayu bekas,LN,Lain-Lain,,,,,,RK,Rokok,Rokok,18:22,7,5,25,0,0,30,60,0,0,0,0,-,-,-,-,1,0,0,NA,"Akibat puntung rokok yang dibuang orang, jatuh di tumpukan kayu bekas, hingga terbakar",
1265,10/1/2013,Bencana Kebakaran,Masyarakat,3:15,Kp. Kandang," 7,8,9 ",13,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,3:20,5,33,165,0,5,55,"40,000",0,1,0,3,"1,325",-,-,-,-,1325,5300,2000000000,Akibat dari korsleting listrik pada stop kontak menyambar bahan yang mudah terbakar hingga membesar,Korban anggota damkar (Chandra agam 23th)
1266,10/1/2013,Bencana Kebakaran,Masyarakat,11:20,Jl. Purwo Utama Blok J No.6,4,6,Cipedak,Jagakarsa,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Korek Api,11:25,5,3,13,0,0,15,4,0,0,0,0,1,-,-,-,-,1,3,2000000,"Anak-anak main korek api dalam ruangan jatuh mengenai springbed, api membesar sehingga sebagian ruangan terbakar",
1267,10/1/2013,Bencana Kebakaran,Petugas Instansi Lain,13:58,Jl. Pejaten Barat No.17,5,2,Pejaten Barat,Pasar Minggu,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:05,7,3,13,0,0,22,40,0,0,0,0,1,-,-,-,-,1,4,20000000,"Hubungan singkat di atas plafon, api membesar sehingga sebagian dapur terbakar",
1268,10/1/2013,Bencana Kebakaran,Masyarakat,16:20,Jl. H. Soleh I No.9A,7,8,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Oven Pemanas,16:30,10,18,90,0,1,50,120,0,0,0,0,1,-,-,-,-,NA,NA,200000000,"Oven pemanas yang operasionalnya menggunakan kayu bakar, membesar menyambar ke lantai II sehingga sebagian ruangan di lantai II terbakar",
1269,10/1/2013,Bencana Kebakaran,Masyarakat,17:10,Jl. Kirae,7,8,Cipete Utara,Kebayoran Baru,Jakarta Selatan,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Api Tabunan,17:15,5,1,5,0,1,2,20,0,0,0,0,-,-,-,-,1,NA,NA,NA,Api tabunan membesar sehingga satu tumpukan sampah terbakar,
1270,10/1/2013,Bencana Kebakaran,Masyarakat,14:00,Jl. Letjend Soeprapto ITC Cempaka Mas Blok A/32,4,8,Sumur Batu,Kemayoran,Jakarta Pusat,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,RK,Rokok,Rokok,14:04,4,8,40,0,0,15,4,0,0,0,0,-,1,-,-,-,NA,NA,5000000,"Puntung rokok jatuh ketumpukan pakaian timbul api sehingga api membesar, sebagian kamar terbakar",
1271,10/2/2013,Bencana Kebakaran,Masyarakat,2:10,Jl. Cempaka Putih Barat 25 No.07,5,7,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,2:14,4,20,100,0,2,5,300,0,0,1,0,1,-,-,-,-,1,25,1500000000,Kompor gas yang bocor pada saat bersamaan terjadi konsleting listrik pada ruangan dapur sehingga satu bangunan rumah tinggal habis terbakar,
1272,10/2/2013,Bencana Kebakaran,Masyarakat,7:46,"Jl. Perum Citra 1GG, No. 30",1,9,Kalideres,Kalideres,Jakarta Barat,Tabung Gas,LN,Lain-Lain,,,,,,KP,Kompor,Gas,7:50,4,1,5,0,0,10,6,0,0,0,0,1,-,-,-,1,NA,NA,10000000,"Terjadi kebocoran pada selang Regulator gas LPG, kemudian mengakibatkan kebakaran dan menjalar ke plafon dapur.",
1273,10/2/2013,Bencana Kebakaran,Masyarakat,9:05,"Jl. Komp. Liga Mas Pancoran, No. 10",5,7,Duren Tiga,Pancoran,Jakarta Selatan,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,9:10,5,3,15,0,0,25,12,0,0,0,0,1,-,-,-,2,1,4,10000000,"Terjadi konsleting listrik pad AC, kemudian percikan api mengenai kasur dan mengakibatkan kebakaran.",Pemilik Bp. Sanadi (44Thn)
1274,10/2/2013,Bencana Kebakaran,Masyarakat,13:10,Jl. Panjang,,,Kelapa Dua,Kebun Jeruk,Jakarta Barat,Bengkel,BU,Bangunan Umum dan Perdagangan,Mobil,KD,Kendaraan,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,13:20,10,18,90,0,0,50,500,0,0,0,0,-,1,-,4,-,NA,NA,500000000,"Terjadi konsleting pada kelistrikan mobil yang sedang di service, kemudian merambat kebahan yang mudah terbakar. Api membesar dan mengakibatkan kebakaran.",Yang terbakar 1 buah bengkel dan 4 unit mobil.
1275,10/2/2013,Bencana Kebakaran,Masyarakat,19:55,"Jl. Panjang, Gg. Budi Asih, No. 34",1,8,Cipulir,Kebayoran Lama,Jakarta Selatan,Kain jemuran,LN,Lain-Lain,,,,,,RK,Rokok,Rokok,20:00,5,3,15,0,0,20,,0,0,0,0,-,-,-,-,1,1,5,1000000,"Orang membuang puntung rokok sembarangan, kemudian mengenai tumpukan kain jemuran kering sehingga mengakibatkan kebakaran.",Pemilik : Bp. Suhandi 50Thn
1276,10/2/2013,Bencana Kebakaran,Masyarakat,19:50,Jl. MayJend Sutoyo,,,Cililitan,Kramat Jati,Jakarta Timur,Gardu Utama PLN,BI,Bangunan Industri,,,,BM,Bangunan Menengah,LS,Listrik,Over heat,19:59,9,12,60,0,5,15,25,0,0,0,0,-,-,1,-,-,NA,NA,NA,"Untuk kronologis, jumlah kerugian tidak diberikan oleh pihak PLN dengan alasan Rahasia Negara",
